0	 999.9
0.1	 793.028
0.2	 619.031
0.3	 474.171
0.4	 354.982
0.5	 258.264
0.6	 181.07
0.7	 120.694
0.8	 74.6678
0.9	 40.7465
1	 16.9
1.1	 1.30346
1.2	 -7.6724
1.3	 -11.471
1.4	 -11.3598
1.5	 -8.43945
1.6	 -3.65414
1.7	 2.19917
1.8	 8.46088
1.9	 14.5991
2	 20.2
2.1	 24.958
2.2	 28.6663
2.3	 31.207
2.4	 32.5413
2.5	 32.7004
2.6	 31.775
2.7	 29.9062
2.8	 27.2756
2.9	 24.0957
3	 20.6
3.1	 17.0336
3.2	 13.6434
3.3	 10.6683
3.4	 8.32966
3.5	 6.82148
3.6	 6.3009
3.7	 6.87835
3.8	 8.60792
3.9	 11.4777
4	 15.4
4.1	 20.2018
4.2	 25.615
4.3	 31.2665
4.4	 36.6692
4.5	 41.2113
4.6	 44.1476
4.7	 44.5892
4.8	 41.4938
4.9	 33.6567
5	 19.7
